Account Number,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Time,Transaction_Date,Customer_Age,Customer_Gender,Account_Type,Account_Age,Avg_Transaction_Amount,Past_Fraud_Count,Device_Type,OS,Browser,Is_Trusted_Device,Transaction_City,Transaction_State,Transaction_Country,Known_Location,Transaction_Frequency,High_Amount_Deviation,Multiple_Devices_Used,Transaction_At_Odd_Hours,Merchant_Category,Is_High_Risk_Merchant,Is_Fraud,Transaction_Timestamp,IP_Address_New,New_Latitude,New_Longitude
102093,2194,74.09,Transfer,Evening,Weekday,50,Male,Savings,14,129.84,4,Laptop,Linux,Firefox,0,Heathshire,NV,Germany,0,10,0,1,1,Clothing,0,0,25-03-2024 09:41,187.168.76.122,71.508654,-34.205933
102094,2195,33.85,Transfer,Evening,Weekday,75,Female,Savings,15,397.27,4,Mobile,Linux,Chrome,0,Lake Cassandra,KS,Nicaragua,0,6,1,1,0,Travel,0,0,25-03-2024 01:25,23.215.123.67,0.211203,25.914854
102095,2196,157.43,Withdrawal,Evening,Holiday,64,Female,Savings,5,485.73,4,Mobile,iOS,Safari,1,Cordovachester,NH,Peru,1,12,0,1,0,Travel,0,0,29-03-2024 12:55,94.183.70.51,31.141341,-152.070281
102096,2197,86.18,Payment,Night,Weekday,72,Female,Savings,2,376.48,4,Tablet,Android,Chrome,0,North Joshuamouth,WI,Andorra,1,7,0,0,1,Restaurant,1,0,25-03-2024 02:33,22.212.219.40,-46.806404,129.984771
102097,2198,100.67,Deposit,Evening,Weekday,43,Male,Business,17,349.6,3,Mobile,Linux,Firefox,0,Lake Megan,MD,Honduras,0,2,0,0,0,Grocery,1,0,25-03-2024 22:12,200.153.88.255,-1.477148,-30.173181
102098,2199,159.91,Deposit,Night,Weekday,30,Female,Savings,11,456.49,0,Tablet,Linux,Edge,0,Sherrishire,ME,Greece,1,3,0,0,0,Clothing,1,0,25-03-2024 23:09,70.173.172.125,42.231236,173.030995
102099,2200,50.41,Transfer,Afternoon,Weekend,24,Male,Checking,13,171.11,0,Laptop,Windows,Chrome,0,South Edward,AR,Croatia,0,13,0,0,1,Clothing,1,0,23-03-2024 22:12,30.52.242.116,49.11045,-128.273957
102100,2201,246.62,Withdrawal,Afternoon,Weekday,51,Male,Savings,12,174.72,3,Mobile,Linux,Safari,0,South Johnberg,CO,Nigeria,0,13,1,0,1,Electronics,0,0,25-03-2024 04:59,102.133.222.215,25.628983,18.227463
102101,2202,76.15,Transfer,Afternoon,Holiday,39,Female,Checking,3,338.52,1,Laptop,iOS,Edge,1,East Elizabeth,TN,Gabon,0,2,0,0,1,Clothing,0,0,29-03-2024 14:41,185.172.248.43,-55.247014,122.638909
102102,2203,17.19,Transfer,Afternoon,Holiday,37,Male,Business,13,446.96,2,Laptop,Windows,Edge,1,Stantonborough,NC,Saint Martin,0,12,0,0,1,Clothing,0,0,29-03-2024 15:04,86.135.33.105,85.463275,49.412124
102103,2204,119.04,Deposit,Morning,Weekday,60,Female,Savings,15,327.82,4,Mobile,Windows,Chrome,0,East Antonio,ND,Yemen,0,2,1,0,1,Grocery,1,0,25-03-2024 11:10,126.229.173.53,-73.853607,-4.953313
102104,2205,157.63,Transfer,Night,Weekday,40,Male,Checking,11,489.67,4,Laptop,iOS,Chrome,1,Robertfurt,CT,San Marino,0,1,0,1,0,Clothing,1,0,25-03-2024 11:19,56.247.97.58,-26.730452,69.68348
102105,2206,38.09,Transfer,Afternoon,Weekday,65,Female,Checking,16,150.31,3,Mobile,Windows,Edge,0,West Evanhaven,FL,Madagascar,1,13,0,1,0,Restaurant,1,0,25-03-2024 05:50,136.111.167.160,-60.049586,-134.653202
102106,2207,194.62,Withdrawal,Morning,Holiday,31,Male,Savings,7,421.65,4,Mobile,iOS,Safari,1,North Sierra,IA,Madagascar,1,1,0,1,0,Travel,0,0,29-03-2024 08:54,23.205.100.191,52.656006,-54.803586
102107,2208,236.6,Deposit,Night,Weekend,47,Male,Savings,1,467.27,3,Laptop,iOS,Firefox,1,West Jessicatown,WI,United Arab Emirates,1,8,0,0,0,Grocery,1,0,23-03-2024 11:17,73.38.67.175,-72.274683,-66.900938
102108,2209,32.42,Payment,Morning,Weekend,40,Male,Business,19,242.15,2,Mobile,iOS,Firefox,0,Chandlerfort,TX,Cayman Islands,0,12,0,1,1,Travel,1,0,23-03-2024 01:14,195.35.162.45,-71.530112,70.333119
102109,2210,410.57,Withdrawal,Morning,Weekday,64,Male,Business,18,482.89,0,Tablet,Linux,Chrome,0,Martinezville,UT,Slovenia,0,12,1,1,1,Grocery,0,0,25-03-2024 04:31,78.126.72.5,-6.507609,-129.423276
102110,2211,15.17,Withdrawal,Evening,Weekend,69,Female,Savings,9,140.97,4,Tablet,Windows,Chrome,0,Danaborough,PA,British Virgin Islands,0,11,0,1,1,Travel,1,0,23-03-2024 23:14,58.151.100.208,66.776104,-86.995315
102111,2212,22.57,Withdrawal,Morning,Holiday,36,Female,Business,18,478.78,1,Laptop,Android,Chrome,0,Jeffreyfurt,KY,Cote d'Ivoire,1,10,0,1,1,Restaurant,1,0,29-03-2024 12:08,106.3.77.90,-59.708077,176.641873
102112,2213,20.36,Deposit,Morning,Weekday,56,Male,Business,3,456.26,3,Mobile,Linux,Chrome,1,Janemouth,TX,Indonesia,1,2,1,0,0,Travel,0,0,25-03-2024 12:16,65.81.206.60,85.558357,170.141607
102113,2214,224.42,Transfer,Night,Weekend,58,Male,Business,3,79.77,2,Laptop,Android,Safari,1,Josephhaven,NV,Malawi,0,14,0,0,1,Travel,0,0,23-03-2024 00:06,182.125.235.140,83.702898,118.955548
102114,2215,106.22,Payment,Morning,Weekday,53,Male,Business,4,284.6,1,Laptop,Windows,Firefox,0,Shelbyshire,OR,Cayman Islands,1,10,1,1,1,Clothing,0,0,25-03-2024 15:37,74.55.151.235,8.947862,-93.326101
102115,2216,16.5,Deposit,Evening,Weekday,23,Male,Savings,16,287.98,0,Mobile,iOS,Edge,0,East Brandystad,PA,Barbados,1,8,0,1,1,Electronics,0,0,25-03-2024 22:03,159.114.196.138,-81.481307,159.56753
102116,2217,58.04,Transfer,Afternoon,Holiday,40,Female,Savings,11,75.64,1,Laptop,Android,Firefox,1,Harthaven,AL,Guadeloupe,1,9,0,0,0,Electronics,0,0,29-03-2024 19:07,72.137.32.93,-13.481685,110.659678
102117,2218,95.53,Withdrawal,Afternoon,Holiday,27,Female,Checking,15,67.79,3,Mobile,Linux,Chrome,1,Benjaminland,AR,Guatemala,0,14,1,1,1,Restaurant,1,0,29-03-2024 06:16,6.205.47.91,-80.235506,-128.578325
102118,2219,8.72,Deposit,Night,Weekend,52,Female,Business,9,52.29,4,Mobile,iOS,Edge,1,Carolynchester,AK,Guernsey,0,8,1,1,0,Electronics,1,0,23-03-2024 12:21,146.7.133.205,-42.088579,158.909736
102119,2220,214.06,Transfer,Night,Holiday,38,Male,Savings,8,286.03,0,Laptop,Android,Safari,1,Lake John,TN,Yemen,1,4,0,1,1,Restaurant,1,0,29-03-2024 00:15,166.57.122.45,-0.693904,34.930792
102120,2221,162.76,Payment,Morning,Weekday,49,Female,Checking,6,258.72,3,Tablet,Windows,Safari,0,Adamsville,VT,Libyan Arab Jamahiriya,0,14,0,0,1,Restaurant,0,1,25-03-2024 12:36,152.63.213.197,28.964693,62.487204
102121,2222,70.36,Payment,Night,Holiday,77,Female,Business,18,473.21,2,Tablet,Android,Chrome,1,Lake Cody,DC,Iran,0,12,1,0,1,Electronics,1,0,29-03-2024 17:18,123.17.97.247,-7.522822,110.279722
102122,2223,341.51,Transfer,Morning,Weekend,47,Male,Checking,6,204.04,1,Tablet,Linux,Chrome,0,New Brittany,VT,Sudan,0,14,0,1,0,Travel,0,0,23-03-2024 12:36,56.126.4.75,67.429047,41.581468
102123,2224,54.09,Deposit,Night,Weekend,50,Female,Business,6,346.2,1,Mobile,Windows,Firefox,0,Cortezland,GA,Qatar,0,9,1,0,0,Travel,1,0,23-03-2024 09:06,214.105.129.189,-45.047048,100.814376
102124,2225,414.21,Withdrawal,Afternoon,Weekend,23,Male,Savings,12,53.4,0,Laptop,iOS,Chrome,1,Wuport,NM,Colombia,0,10,0,1,1,Travel,0,0,23-03-2024 06:30,205.252.10.11,-39.446202,27.879437
102125,2226,110.24,Transfer,Afternoon,Holiday,22,Male,Checking,5,348.59,0,Mobile,Linux,Chrome,0,Tranhaven,NY,Nauru,1,10,1,0,0,Travel,0,1,29-03-2024 07:33,10.145.176.179,49.068757,7.525952
102126,2227,100.7,Withdrawal,Afternoon,Holiday,72,Male,Savings,14,461.06,2,Laptop,iOS,Edge,1,Port Jamie,NJ,Palestinian Territory,1,1,1,1,1,Electronics,1,0,29-03-2024 06:35,94.96.215.46,-28.514241,-55.142293
102127,2228,18.15,Payment,Afternoon,Holiday,32,Male,Business,6,209.65,2,Mobile,Windows,Edge,0,North Gary,DC,Bulgaria,1,14,1,1,1,Restaurant,1,0,29-03-2024 07:18,92.103.249.125,82.868878,-137.16547
102128,2229,213.65,Transfer,Morning,Holiday,74,Male,Business,19,191.33,0,Laptop,Android,Firefox,1,Baileyland,MA,Romania,0,14,0,0,1,Grocery,1,0,29-03-2024 07:06,171.43.55.31,20.980447,57.969261
102129,2230,55.77,Payment,Morning,Holiday,60,Male,Business,14,331.71,3,Tablet,Linux,Firefox,1,Colonview,NJ,Latvia,0,3,1,1,0,Restaurant,0,0,29-03-2024 22:50,83.154.231.158,-69.833052,139.207343
102130,2231,17.7,Withdrawal,Morning,Weekend,69,Male,Checking,1,197.85,3,Tablet,iOS,Safari,1,Port Anthonyview,CT,Tunisia,0,3,0,1,0,Restaurant,0,1,23-03-2024 02:16,128.147.189.21,45.122049,-67.818827
102131,2232,1.27,Withdrawal,Afternoon,Weekend,42,Female,Checking,7,231.09,0,Tablet,Windows,Edge,1,Tiffanybury,ID,Netherlands Antilles,0,6,1,1,1,Grocery,1,0,23-03-2024 05:35,103.201.90.43,70.828039,75.258637
102132,2233,82.04,Transfer,Evening,Holiday,30,Female,Checking,7,172.9,1,Tablet,Windows,Edge,1,Port Aaron,NC,Algeria,0,6,1,0,0,Clothing,1,0,29-03-2024 00:29,158.41.245.10,-33.476705,-24.335391
102133,2234,74.95,Transfer,Afternoon,Weekday,23,Male,Savings,14,205.2,4,Laptop,Android,Firefox,1,Josephfurt,ID,Guinea-Bissau,0,7,0,0,0,Clothing,1,0,25-03-2024 15:19,92.80.170.183,25.827156,123.327949
102134,2235,127.07,Transfer,Afternoon,Weekend,54,Female,Checking,16,355.73,2,Laptop,Linux,Chrome,1,Lake Stevenfort,RI,Panama,0,10,0,0,0,Travel,1,0,23-03-2024 09:13,64.99.192.64,31.828976,156.960837
102135,2236,220.96,Payment,Evening,Weekday,19,Female,Business,12,465.07,3,Tablet,Android,Safari,1,South Peter,KY,United Arab Emirates,1,10,1,0,0,Electronics,0,0,25-03-2024 01:39,18.135.163.71,16.0825,-111.284096
102136,2237,8.27,Withdrawal,Evening,Weekday,34,Female,Savings,11,312.4,4,Laptop,Windows,Chrome,1,Leberg,WI,United Kingdom,1,7,1,0,1,Clothing,1,0,25-03-2024 21:30,98.18.228.116,63.568057,157.133402
102137,2238,131.49,Withdrawal,Night,Weekend,41,Male,Business,18,54.52,1,Mobile,Android,Edge,0,South Derrick,KY,Montserrat,1,9,0,0,1,Grocery,1,0,23-03-2024 18:19,94.232.104.102,-5.309608,118.050896
102138,2239,20.75,Payment,Afternoon,Weekday,29,Female,Business,12,168.75,2,Laptop,Linux,Firefox,1,Thomasfort,PA,Costa Rica,0,13,0,1,0,Clothing,1,0,25-03-2024 05:59,35.89.3.132,23.483494,73.983553
102139,2240,195.32,Transfer,Evening,Weekday,61,Male,Checking,10,478.51,3,Laptop,Windows,Safari,0,New Hannah,CO,Western Sahara,0,12,1,0,0,Electronics,0,0,25-03-2024 22:02,182.92.252.83,75.598874,173.047922
102140,2241,170.96,Deposit,Night,Weekend,71,Male,Checking,5,459.64,3,Mobile,iOS,Safari,0,Port Danielle,OR,Ecuador,1,10,0,0,0,Clothing,0,0,23-03-2024 15:39,55.182.95.135,27.198992,-94.292581
102141,2242,77.83,Transfer,Evening,Weekend,31,Male,Checking,2,102.04,1,Tablet,Windows,Edge,0,West Hollyton,OR,Gabon,1,6,1,1,1,Restaurant,1,0,23-03-2024 18:03,196.163.84.233,0.503088,34.077502
102142,2243,123.87,Deposit,Evening,Holiday,24,Male,Business,10,458.79,1,Mobile,Android,Safari,0,Kimland,AR,Sao Tome and Principe,1,2,0,0,0,Restaurant,0,0,29-03-2024 18:26,74.248.191.193,39.025882,29.464227
102143,2244,37.74,Deposit,Night,Weekend,71,Male,Savings,16,484.04,3,Tablet,Android,Firefox,1,Malloryview,SC,Nigeria,1,5,0,0,1,Restaurant,0,0,23-03-2024 16:35,218.122.67.61,37.588439,6.656029
102144,2245,63.71,Payment,Afternoon,Weekday,43,Male,Checking,6,196.06,3,Mobile,Android,Edge,0,Port William,IL,Algeria,1,11,1,1,0,Restaurant,0,0,25-03-2024 18:16,222.162.22.76,-16.691722,-124.993979
102145,2246,172.39,Withdrawal,Night,Weekend,49,Male,Checking,6,365.45,4,Tablet,Android,Firefox,0,Lake Suzannehaven,MA,Iraq,1,12,0,1,0,Restaurant,1,0,23-03-2024 13:33,98.16.16.218,-51.28345,79.589384
102146,2247,61.48,Withdrawal,Afternoon,Holiday,46,Female,Savings,12,301.99,1,Mobile,Windows,Firefox,1,North Laura,WY,Denmark,1,13,0,1,1,Travel,0,0,29-03-2024 03:01,73.35.65.156,59.620326,-36.091777
102147,2248,44.29,Withdrawal,Evening,Weekend,63,Female,Business,9,201.67,1,Laptop,Linux,Edge,1,Port Amanda,OH,Guyana,1,1,0,1,1,Travel,1,0,23-03-2024 06:41,37.121.89.154,1.863796,-116.541675
102148,2249,68.16,Withdrawal,Night,Weekday,56,Male,Business,17,119,4,Mobile,Windows,Safari,0,Port Michael,AK,Macedonia,1,3,1,1,1,Travel,0,0,25-03-2024 19:07,213.63.70.135,39.085088,-110.030988
102149,2250,176.17,Payment,Morning,Weekend,26,Female,Savings,10,215.11,1,Mobile,Linux,Edge,0,Chanland,MO,Burundi,1,4,1,1,1,Grocery,0,0,23-03-2024 16:54,2.83.110.232,1.544002,-38.031743
102150,2251,40.83,Deposit,Evening,Weekday,31,Female,Checking,8,467.51,0,Tablet,Windows,Firefox,1,New Andrewport,TX,Timor-Leste,1,11,1,1,0,Grocery,0,0,25-03-2024 01:54,53.175.10.78,-87.648162,31.684732
102151,2252,19.09,Withdrawal,Night,Weekend,70,Male,Savings,9,415.06,2,Tablet,Windows,Firefox,0,North Rickychester,NY,New Zealand,1,5,0,1,0,Travel,0,0,23-03-2024 14:05,8.0.82.219,7.393238,32.649678
102152,2253,124.48,Deposit,Evening,Holiday,34,Female,Checking,7,198.8,0,Laptop,Linux,Chrome,0,Michaelview,AZ,Sierra Leone,0,8,0,1,1,Clothing,0,0,29-03-2024 12:26,36.151.135.209,-43.55131,140.623473
102153,2254,174.86,Payment,Night,Holiday,66,Male,Savings,10,296.45,1,Mobile,Android,Firefox,1,Santanamouth,AZ,Djibouti,0,4,1,0,1,Electronics,1,0,29-03-2024 23:23,7.221.121.170,-88.509255,18.842043
102154,2255,10.61,Transfer,Afternoon,Weekend,42,Female,Business,1,232.68,4,Laptop,Linux,Firefox,1,Sandrahaven,IN,Bolivia,1,8,0,0,1,Restaurant,1,0,23-03-2024 08:58,25.107.175.199,-16.645732,109.430323
102155,2256,27.43,Payment,Morning,Weekday,70,Male,Business,19,259.81,3,Tablet,Linux,Firefox,1,East Jesus,OK,Mexico,1,8,0,0,1,Clothing,0,0,25-03-2024 08:58,105.192.128.6,-75.427712,166.973857
102156,2257,15.31,Withdrawal,Evening,Holiday,47,Male,Business,11,392.54,1,Mobile,iOS,Edge,0,Port John,OR,Cayman Islands,1,10,1,1,1,Travel,0,0,29-03-2024 21:31,114.14.137.138,-6.365304,94.969382
102157,2258,42.76,Transfer,Morning,Weekday,62,Female,Business,10,294.35,3,Laptop,iOS,Firefox,0,Shawnmouth,CT,Sudan,0,7,0,0,0,Electronics,0,0,25-03-2024 05:32,39.144.40.77,17.317293,-148.787
102158,2259,59.85,Payment,Afternoon,Weekend,46,Male,Savings,2,131.47,2,Laptop,Android,Edge,0,North Hunterborough,KS,Iran,0,9,0,1,0,Travel,1,0,23-03-2024 02:06,20.114.52.55,-53.952017,29.999424
102159,2260,138.16,Payment,Night,Holiday,76,Female,Savings,14,171.07,0,Tablet,iOS,Edge,0,Williamhaven,AZ,Portugal,0,11,0,0,1,Travel,0,0,29-03-2024 22:56,62.183.126.208,78.333787,111.140054
102160,2261,105.31,Deposit,Morning,Holiday,46,Male,Checking,12,305.51,2,Mobile,Windows,Chrome,1,Lake Johnmouth,CT,Uruguay,0,14,1,0,0,Grocery,0,0,29-03-2024 23:41,105.68.250.115,-76.985388,71.294089
102161,2262,97,Payment,Night,Weekday,35,Male,Savings,4,361.77,3,Tablet,iOS,Firefox,0,Lake James,ME,Australia,0,9,1,0,1,Clothing,1,0,25-03-2024 17:44,16.47.174.140,41.694188,-29.050682
102162,2263,43.44,Transfer,Afternoon,Holiday,48,Female,Checking,13,278.65,2,Tablet,Linux,Firefox,1,Loganhaven,PA,Bahamas,0,11,0,1,0,Restaurant,1,0,29-03-2024 14:06,61.238.212.38,34.307216,14.582268
102163,2264,184.17,Payment,Evening,Weekday,36,Female,Savings,10,329.09,3,Mobile,Windows,Firefox,0,New Angela,AK,Canada,1,7,0,1,1,Clothing,1,0,25-03-2024 17:11,181.113.49.42,48.797421,72.361969
102164,2265,63.73,Withdrawal,Afternoon,Weekday,34,Female,Savings,2,405.22,0,Mobile,Linux,Firefox,1,New Devin,CA,Belgium,1,11,0,0,1,Grocery,0,0,25-03-2024 12:53,132.40.161.44,9.745108,113.705213
102165,2266,386.82,Deposit,Morning,Weekend,23,Male,Savings,17,295.43,3,Tablet,Windows,Safari,1,Jasonfort,GA,El Salvador,1,6,0,1,0,Travel,1,1,23-03-2024 18:45,209.137.119.73,-87.616674,44.643749
102166,2267,100.55,Transfer,Morning,Weekday,29,Female,Savings,10,489.74,0,Tablet,Linux,Firefox,0,Wheelerbury,IN,Tokelau,1,3,0,0,0,Grocery,0,0,25-03-2024 09:28,8.248.247.234,11.860632,92.45906
102167,2268,13.5,Transfer,Morning,Holiday,55,Male,Business,16,156.01,1,Mobile,Windows,Chrome,0,Smithbury,WI,Tunisia,0,1,0,1,1,Travel,1,0,29-03-2024 18:52,122.228.55.242,-65.842662,45.497302
102168,2269,112.76,Payment,Night,Weekday,20,Female,Savings,9,463.86,3,Laptop,Android,Edge,0,Wyattport,VA,Venezuela,0,2,1,1,1,Grocery,1,0,25-03-2024 09:37,200.106.126.131,-22.215722,-56.746987
102169,2270,39.32,Withdrawal,Evening,Holiday,64,Female,Checking,19,161.45,2,Laptop,Linux,Safari,0,Kendrabury,TN,Comoros,1,11,1,0,0,Clothing,1,0,29-03-2024 00:42,217.135.149.207,41.802027,-89.770343
102170,2271,115.94,Deposit,Morning,Weekday,52,Female,Business,11,289.24,4,Mobile,Linux,Firefox,1,Hernandezshire,MT,Macao,0,5,0,1,1,Restaurant,0,0,25-03-2024 22:59,48.23.240.219,64.387924,-28.936023
102171,2272,7.22,Transfer,Morning,Weekend,72,Female,Savings,6,255.16,2,Mobile,Windows,Chrome,1,Brownberg,LA,Singapore,1,14,0,0,1,Electronics,1,0,23-03-2024 18:06,68.6.76.95,-71.749936,-156.044839
102172,2273,19.22,Deposit,Morning,Weekend,64,Female,Savings,4,217.8,4,Mobile,Linux,Firefox,1,South Anthonychester,TN,Bangladesh,1,13,0,1,0,Travel,0,0,23-03-2024 08:03,102.131.70.3,86.8933,85.01998
102173,2274,193.61,Payment,Afternoon,Weekday,50,Male,Checking,16,483.23,2,Laptop,Android,Safari,0,Combsville,MT,Tonga,1,14,1,1,0,Travel,0,0,25-03-2024 04:53,41.84.229.84,-36.97312,76.453259
102174,2275,25.77,Withdrawal,Morning,Weekday,70,Male,Business,12,172.54,3,Mobile,Linux,Safari,0,Kellyborough,NC,Ireland,0,9,1,0,0,Travel,1,0,25-03-2024 16:55,85.198.11.56,29.049944,-24.120618
102175,2276,181.43,Payment,Afternoon,Weekday,46,Female,Business,16,353.69,1,Tablet,Android,Chrome,0,North Kaitlin,VA,Oman,1,9,0,1,0,Restaurant,0,0,25-03-2024 05:07,12.96.139.116,-53.91668,-119.579955
102176,2277,32.75,Deposit,Morning,Weekend,20,Female,Business,3,411.83,3,Mobile,iOS,Edge,1,New James,VA,Canada,1,7,0,1,0,Grocery,1,0,23-03-2024 21:44,165.230.174.55,12.435902,92.762887
102177,2278,102.97,Payment,Afternoon,Weekday,22,Female,Business,12,138.65,0,Mobile,iOS,Chrome,1,Miguelburgh,IN,Ireland,1,13,1,0,1,Clothing,0,0,25-03-2024 20:19,67.228.223.231,69.082028,-13.871754
102178,2279,118.47,Deposit,Night,Weekday,76,Male,Checking,15,487.92,1,Tablet,iOS,Safari,0,West Christopher,SD,Zambia,1,6,1,1,1,Restaurant,1,0,25-03-2024 21:49,26.238.174.179,-69.442958,-118.600084
102179,2280,71.88,Transfer,Night,Holiday,31,Male,Savings,12,295.99,3,Mobile,Android,Firefox,0,Lake Nicholas,CA,Mexico,0,10,0,1,0,Travel,1,0,29-03-2024 03:10,48.76.87.215,-29.311503,-163.274616
102180,2281,36.43,Transfer,Afternoon,Weekend,53,Female,Savings,9,461.52,1,Tablet,Android,Safari,0,Timothymouth,ND,Guadeloupe,0,10,0,0,1,Clothing,0,0,23-03-2024 13:24,48.87.22.17,51.577073,-179.207489
102181,2282,23.91,Payment,Evening,Weekend,71,Male,Business,10,348.75,0,Laptop,Windows,Firefox,0,Aprilburgh,CA,Isle of Man,1,12,0,1,1,Electronics,1,0,23-03-2024 15:07,214.138.243.78,-50.067451,87.097268
102182,2283,3.38,Transfer,Evening,Weekday,45,Male,Checking,8,342.24,4,Laptop,Linux,Chrome,0,East Malloryton,NM,Pakistan,1,7,0,0,1,Restaurant,1,0,25-03-2024 04:20,65.51.80.116,-22.749874,-114.001441
102183,2284,36.23,Deposit,Afternoon,Weekday,58,Female,Savings,13,205.51,1,Mobile,Android,Safari,1,Lawrencechester,DC,Northern Mariana Islands,0,11,1,0,0,Electronics,0,0,25-03-2024 23:37,30.9.91.224,74.941552,-36.880384
102184,2285,105.89,Transfer,Night,Holiday,49,Male,Business,15,396.77,1,Laptop,Windows,Firefox,1,Robinsonfort,SD,Finland,1,6,0,1,1,Grocery,1,0,29-03-2024 21:01,111.59.219.93,-22.600861,-101.347087
102185,2286,278.55,Withdrawal,Afternoon,Weekday,35,Male,Business,17,63.4,0,Mobile,iOS,Edge,1,North Maria,MD,Maldives,1,5,1,1,1,Restaurant,0,0,25-03-2024 03:05,173.235.127.71,-86.955657,-45.147282
102186,2287,204.95,Withdrawal,Evening,Weekend,59,Male,Checking,12,300.12,3,Mobile,Linux,Edge,1,Michaelmouth,LA,Belarus,0,6,0,0,0,Restaurant,0,0,23-03-2024 11:49,195.5.130.71,-79.637267,-179.785581
102187,2288,145.27,Payment,Afternoon,Holiday,57,Male,Checking,16,64.46,4,Tablet,Android,Edge,0,Port Jerry,MI,Tanzania,0,1,1,1,1,Grocery,1,0,29-03-2024 05:45,106.71.121.143,-79.047793,-138.736854
102188,2289,155.33,Payment,Night,Weekend,79,Female,Checking,11,188.09,1,Tablet,Windows,Firefox,0,Port Pennyport,PA,Slovakia (Slovak Republic),1,5,0,1,0,Clothing,1,0,23-03-2024 02:40,14.75.253.73,81.077059,-13.821473
102189,2290,109.36,Payment,Evening,Weekday,30,Male,Business,19,93.33,1,Mobile,Windows,Safari,1,Nicholasview,IL,Myanmar,1,13,1,0,0,Electronics,0,0,25-03-2024 03:22,147.79.114.73,79.806948,120.597087
102190,2291,30.15,Payment,Evening,Holiday,19,Male,Checking,13,460.22,1,Laptop,Android,Safari,1,Donaldfurt,IL,Mozambique,1,1,1,1,1,Travel,1,0,29-03-2024 09:31,32.64.28.122,70.31809,82.306094
102191,2292,237.73,Deposit,Morning,Weekend,69,Male,Business,3,332.72,1,Mobile,iOS,Firefox,1,Garciaborough,VA,Falkland Islands (Malvinas),1,5,1,1,0,Grocery,1,0,23-03-2024 22:56,158.139.158.126,50.404294,-160.064281
102192,2293,111.09,Deposit,Morning,Weekend,42,Female,Savings,4,350.83,0,Laptop,Windows,Firefox,1,Anthonyhaven,TX,Cook Islands,0,14,0,1,1,Restaurant,1,1,23-03-2024 06:49,48.76.69.141,-77.065052,-33.88557
102193,2294,82.2,Withdrawal,Evening,Weekend,37,Female,Business,15,433.01,1,Tablet,Android,Chrome,0,Lake Philipshire,UT,Saint Barthelemy,1,2,0,1,0,Restaurant,1,1,23-03-2024 20:40,28.72.108.40,66.542171,75.114953
102194,2295,11.76,Deposit,Evening,Weekday,24,Female,Business,14,379.86,4,Laptop,Android,Firefox,1,Lake Benjamin,MN,Nepal,1,11,0,1,1,Grocery,1,0,25-03-2024 17:50,61.60.250.85,81.720078,-94.880422
102195,2296,59.25,Transfer,Afternoon,Weekday,28,Female,Savings,11,105.89,0,Mobile,Windows,Safari,1,Lewisburgh,MS,Guadeloupe,1,10,1,0,0,Restaurant,1,0,25-03-2024 08:35,139.199.171.163,-48.111276,-65.909871
102196,2297,61.68,Withdrawal,Night,Weekday,22,Female,Checking,13,327.89,1,Laptop,Linux,Safari,1,North Tomtown,KS,Malawi,0,5,0,0,1,Grocery,1,0,25-03-2024 07:30,130.175.179.186,-80.077204,-122.334536
102197,2298,199.93,Payment,Evening,Weekday,46,Female,Checking,18,490.18,4,Laptop,Linux,Firefox,0,West Shelby,NH,Peru,1,10,1,0,0,Restaurant,0,0,25-03-2024 19:25,99.113.96.115,-1.530069,-97.735339
102198,2299,79.11,Payment,Night,Weekend,35,Female,Business,13,146.35,2,Mobile,Linux,Firefox,1,Matthewland,FL,Marshall Islands,1,4,1,0,1,Travel,0,0,23-03-2024 06:18,97.227.166.19,51.568021,100.877775
102199,2300,47.87,Deposit,Evening,Holiday,25,Male,Business,19,328.87,2,Tablet,Windows,Firefox,0,West Michaelfurt,KY,Austria,0,13,0,0,0,Restaurant,1,0,29-03-2024 08:19,89.113.73.74,19.28543,78.70418
102200,2301,376.36,Withdrawal,Night,Weekday,44,Male,Savings,4,303.63,4,Mobile,Windows,Chrome,0,Vincentmouth,IN,Cyprus,0,4,0,0,0,Restaurant,1,0,25-03-2024 04:35,46.160.55.99,-36.528025,94.883016
102201,2302,11.73,Deposit,Morning,Holiday,75,Male,Checking,12,226.24,1,Tablet,Android,Safari,0,Cindyberg,KY,Venezuela,1,6,1,0,1,Travel,0,0,29-03-2024 23:38,42.229.131.34,-32.697272,-134.818831
102202,2303,54.91,Deposit,Evening,Weekend,59,Male,Savings,3,479.59,1,Laptop,Android,Safari,1,Barronshire,OR,Guadeloupe,1,10,0,1,0,Restaurant,1,0,23-03-2024 01:04,13.134.95.255,57.817304,-77.876083
102203,2304,4.29,Deposit,Afternoon,Weekday,19,Female,Business,16,210.38,0,Tablet,Android,Edge,0,North Danieltown,LA,Guyana,0,8,1,0,1,Restaurant,1,0,25-03-2024 05:45,43.211.30.233,87.562545,84.519313
102204,2305,134.67,Withdrawal,Night,Weekend,52,Male,Business,1,92.16,1,Laptop,iOS,Firefox,0,New Andrewville,IA,Greece,1,6,0,0,1,Travel,1,0,23-03-2024 08:47,211.50.36.208,4.086475,53.093653
102205,2306,250.2,Payment,Evening,Weekday,43,Male,Savings,4,483.14,0,Tablet,iOS,Chrome,1,Brittanyton,SC,French Southern Territories,0,1,1,0,1,Clothing,1,1,25-03-2024 15:29,213.78.112.151,64.354605,-166.748937
